IDENTIFIER,time,system,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
LMGP01011621,444,kohlbacher,12.646496504275742,-4.620903401232398,12.646496504275742,0.031354018533928496,0.019961118027642687,772.1019999999992,689.4459999999998,771.5778052139999,312,0,0.3057658044200656,-0.7561173385699724,0.7561173385699724,0.3057658044200656,0.5849056603773585,1.0188679245283019,1.528301886792453,4.382221019833125,964.4256066787572,39.30921527384421,34.967475077441904,35.861902268441824,25.487312305779206,21.543866293974098,23.004459780654543,15.711944330425023,17.122769300919263,9.224365408066062,10.18846632443478,5.801857368661248,6.530490926873012,-1.51,95950586261.97385,51.49,36.147397556987926,39.98306869643036,325.77848846970323,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074971,0.0,0.0,0.0,153.726344039385,44.94575136048208,12.841643245852019,27.749897912544487,42.051785344545806,19.761307699035868,0.0,0.0,0.0,193.3136246061319,47.50841824748289,24.304080427335524,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,187.2096582183836,24.304080427335524,0.0,0.0,0.0,111.19,32.47215605129709,19.047534255827447,0.0,26.055407174877857,23.869430509459217,51.36657298340809,96.31232434389018,0.0,21.143015948031568,38.15155482671677,18.521220231023733,33.85181178756248,0.0,37.46213559906927,0.0,0.0,-0.8451913312947301,0.0,37.65111891095229,4.190680322085565,1.161666933847345,0.8604651162790697,53,0,9,0,0,0,0,0,0,8,0,10,39,0,0,0,0,11.33409999999999,217.535899999999,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0
LMGP01011622,402,kohlbacher,12.637364272870782,-4.625676643862784,12.637364272870782,0.035037247340156785,0.020059129388765893,770.0859999999993,689.4459999999998,769.5621551499999,310,0,0.3057658044200764,-0.7561173385699724,0.7561173385699724,0.3057658044200764,0.5849056603773585,1.0188679245283019,1.5471698113207548,4.422565945832605,1006.7379828473148,39.30921527384421,34.707962053448064,35.602389244447984,25.487312305779206,21.193696208235156,22.6542896949156,15.34648555803259,16.75731052852683,8.882613698529926,9.84671461489864,5.501276852267275,6.229910410479039,-1.77,95950586261.97385,51.23,35.90287850953993,39.72999342036562,325.088885437519,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074971,0.0,0.0,0.0,127.35345451549668,70.62903785218613,12.841643245852019,27.749897912544487,42.051785344545806,19.761307699035868,0.0,0.0,0.0,180.47198136027987,47.50841824748289,36.45612064100329,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,174.36801497253157,36.45612064100329,0.0,0.0,0.0,111.19,32.47215605129709,19.047534255827447,0.0,26.055407174877857,23.869430509459217,70.62903785218613,64.20821622926012,0.0,21.143015948031568,50.303595040384536,18.521220231023733,33.82038140970565,0.0,37.44465267321987,0.0,0.0,-0.8611374134312881,0.0,38.763468722895304,4.15586826326947,1.14898856656322,0.813953488372093,53,0,9,0,0,0,0,0,0,8,0,10,38,0,0,0,0,11.110099999999992,217.441899999999,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0
LMGP01010840,510,kohlbacher,12.66572041463199,-4.61829798742043,12.66572041463199,0.028263903998775097,0.019792554395114077,788.1449999999991,701.4569999999998,787.6091053419999,320,0,0.3057658044200656,-0.7561173385699724,0.7561173385699724,0.3057658044200656,0.5555555555555556,0.9444444444444444,1.3888888888888888,4.327598923757218,938.0382570055438,40.016322055030756,35.9340948826223,36.82852207362221,25.987312305779206,22.39403637971304,23.854629866393484,16.41905111161157,17.82987608210581,9.785533214423486,10.749634130792204,6.237946639986081,6.9665801981978435,-1.2500000000000002,155992076137.69144,52.75,37.33418094921307,40.41405920086871,332.833033616284,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074971,0.0,0.0,0.0,167.2575903174213,38.524929737556064,12.841643245852019,27.749897912544487,42.051785344545806,19.761307699035868,0.0,0.0,0.0,212.57608947490994,47.50841824748289,12.152040213667762,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,206.47212308716163,12.152040213667762,0.0,0.0,0.0,111.19,26.502850763345236,19.047534255827447,0.0,32.024712462829704,17.448608886533208,44.94575136048208,128.41643245852023,0.0,21.143015948031568,25.99951461304901,18.521220231023733,33.90602320931931,0.0,37.51221202822546,0.0,0.0,-0.8297245804545721,0.0,37.978079807773,4.2326454428738245,1.1729863144852026,0.9090909090909091,54,0,9,0,0,0,0,0,0,8,0,10,41,0,0,0,0,11.948199999999987,222.24689999999896,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0
LMGP01010935,468,kohlbacher,12.66189012966475,-4.62212827238767,12.66189012966475,0.03128596297837283,0.01984387058617579,786.1289999999991,701.4569999999998,785.5934552779999,318,0,0.3057658044200656,-0.7561173385699724,0.7561173385699724,0.3057658044200656,0.5740740740740741,1.0,1.5,4.365347228203772,980.1242861594736,40.016322055030756,35.67458185862845,36.56900904962837,25.987312305779206,22.043866293974098,23.504459780654543,16.065497721018296,17.476322691512536,9.474365408066062,10.43846632443478,5.978634063957885,6.707267622169648,-1.51,155992076137.69144,52.49000000000001,37.089048798295345,40.16158356971156,332.1434305840998,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074971,0.0,0.0,0.0,160.147165662311,44.94575136048208,12.841643245852019,27.749897912544487,42.051785344545806,19.761307699035868,0.0,0.0,0.0,199.7344462290579,47.50841824748289,24.304080427335524,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,193.6304798413096,24.304080427335524,0.0,0.0,0.0,111.19,32.47215605129709,19.047534255827447,0.0,26.055407174877857,23.869430509459217,51.36657298340809,102.7331459668162,0.0,21.143015948031568,38.15155482671677,18.521220231023733,33.87920489820099,0.0,37.49678069473764,0.0,0.0,-0.8440870959443716,0.0,39.08100438004431,4.196819669322866,1.1624996758607975,0.8636363636363636,54,0,9,0,0,0,0,0,0,8,0,10,40,0,0,0,0,11.724199999999989,222.15289999999897,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0
LMGP01012168,426,kohlbacher,12.655459327560871,-4.625811501193898,12.655459327560871,0.03421421440616257,0.019914011261575822,784.1129999999993,701.4569999999998,783.5778052139999,316,0,0.3057658044200656,-0.7561173385699724,0.7561173385699724,0.3057658044200656,0.5740740740740741,1.0,1.5185185185185186,4.398733537092733,1022.5476540744369,40.016322055030756,35.41506883463461,36.30949602563453,25.987312305779206,21.693696208235156,23.1542896949156,15.700038948625863,17.110863919120103,9.132613698529926,10.09671461489864,5.678053547563912,6.406687105775675,-1.77,155992076137.69144,52.23,36.84404015155495,39.90917620285836,331.4538275519156,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074971,0.0,0.0,0.0,133.7742761384227,70.62903785218613,12.841643245852019,27.749897912544487,42.051785344545806,19.761307699035868,0.0,0.0,0.0,186.89280298320588,47.50841824748289,36.45612064100329,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,180.78883659545758,36.45612064100329,0.0,0.0,0.0,111.19,32.47215605129709,19.047534255827447,0.0,26.055407174877857,23.869430509459217,64.20821622926012,77.04985947511214,0.0,21.143015948031568,50.303595040384536,18.521220231023733,33.85549298743904,0.0,37.483803265268214,0.0,0.0,-0.8553747783777808,0.0,40.17318318826004,4.162801646676076,1.1523159129566332,0.8181818181818182,54,0,9,0,0,0,0,0,0,8,0,10,39,0,0,0,0,11.50019999999999,222.05889999999897,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0
LMGP01010937,384,kohlbacher,12.647248297969972,-4.630174828700826,12.647248297969972,0.037604233335847725,0.020010286588791965,782.0969999999994,701.4569999999998,781.5621551499999,314,0,0.3057658044200764,-0.7561173385699724,0.7561173385699724,0.3057658044200764,0.5740740740740741,1.0,1.462962962962963,4.437824168676488,1065.2957044960485,40.016322055030756,35.15555581064077,36.04998300164068,25.987312305779206,21.343526122496215,22.80411960917666,15.346485558032594,16.757310528526833,8.821445892172502,9.785546808541215,5.418740971535716,6.14737452974748,-2.03,155992076137.69144,51.96999999999999,36.599156549251205,39.65683803218246,330.7642245197314,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074971,0.0,0.0,0.0,126.66385148331241,77.04985947511214,12.841643245852019,27.749897912544487,42.051785344545806,19.761307699035868,0.0,0.0,0.0,174.05115973735386,47.50841824748289,48.60816085467105,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,167.94719334960556,48.60816085467105,0.0,0.0,0.0,111.19,32.47215605129709,19.047534255827447,0.0,26.055407174877857,23.869430509459217,77.04985947511214,51.36657298340809,0.0,21.143015948031568,62.4556352540523,18.521220231023733,33.82687511488698,0.0,37.46793166574283,0.0,0.0,-0.8697372938675798,0.0,41.28002252494757,4.126516927924604,1.1406132825878195,0.7727272727272727,54,0,9,0,0,0,0,0,0,8,0,10,38,0,0,0,0,11.276199999999992,221.96489999999903,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0
LMGP01012136,414,kohlbacher,12.650648809254545,-4.628648966220598,12.650648809254545,0.036581642993791075,0.020010286588791965,782.097,701.4570000000003,781.56215515,314,0,0.3057658044259222,-0.7561173385699724,0.7561173385699724,0.3057658044259222,0.5925925925925926,1.0555555555555556,1.5740740740740742,4.42679842788632,1065.2957044960483,40.016322055030756,35.15555581064076,36.04998300164068,25.987312305779206,21.343526122496208,22.80411960917666,15.331517486294075,16.742342456788307,8.863387853254856,9.827488769623574,5.5269658367651475,6.25559939497691,-2.0300000000000002,155992047883.92178,51.96999999999999,36.599156549251205,39.65683803218246,330.7642245197315,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074973,0.0,0.0,0.0,152.34713797501647,51.36657298340809,12.841643245852019,27.749897912544487,42.0517853445458,19.761307699035868,0.0,0.0,0.0,174.05115973735386,47.50841824748289,48.60816085467105,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,167.94719334960556,48.60816085467105,0.0,0.0,0.0,111.19000000000001,32.47215605129709,19.047534255827447,0.0,26.055407174877857,17.448608886533208,70.62903785218613,64.20821622926012,0.0,21.143015948031568,62.4556352540523,18.521220231023733,33.83245129151951,0.0,37.465091711641364,0.0,0.0,-0.8623556398141825,0.0,41.31831327756113,4.074685889051685,1.1440356922627122,0.7727272727272727,54,0,9,0,0,0,0,0,0,8,0,10,38,0,0,0,0,11.27619999999999,221.96489999999898,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0
LMGP01011626,342,kohlbacher,12.643565069163742,-4.632558615548899,12.643565069163742,0.039582470771208245,0.02014241246406072,780.0809999999999,701.4570000000003,779.546505086,312,0,0.3057658044200764,-0.7561173385699724,0.7561173385699724,0.3057658044200764,0.5925925925925926,1.0555555555555556,1.5740740740740742,4.452273268122681,1108.3566967012196,40.016322055030756,34.89604278664692,35.79046997764684,25.987312305779206,20.99335603675727,22.45394952343772,14.966058713901646,16.37688368439588,8.521636143718723,9.485737060087441,5.226385320371173,5.955018878582937,-2.29,155992076137.69144,51.71,36.354399557267136,39.40457000656926,330.07462148754723,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074973,0.0,0.0,0.0,125.97424845112815,77.04985947511214,12.841643245852019,27.749897912544487,42.0517853445458,19.761307699035868,0.0,0.0,0.0,161.20951649150183,47.50841824748289,60.76020106833881,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,155.10555010375353,60.76020106833881,0.0,0.0,0.0,111.19000000000001,32.47215605129709,19.047534255827447,0.0,26.055407174877857,23.86943050945922,89.89150272096417,25.683286491704038,0.0,21.143015948031568,74.60767546772006,18.521220231023733,33.811920058024086,0.0,37.45991474753798,0.0,0.0,-0.8762964279378749,0.0,42.413721377313884,4.02935190645566,1.133610560828504,0.7272727272727273,54,0,9,0,0,0,0,0,0,8,0,10,37,0,0,0,0,11.052199999999992,221.87089999999904,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0
LMGP01010633,372,kohlbacher,12.626555838733001,-4.637781197625556,12.626555838733001,0.04301244509766988,0.02014241246406072,780.081,701.4570000000003,779.546505086,312,0,0.30577736195541144,-0.7561173385699724,0.7561173385699724,0.30577736195541144,0.5925925925925926,1.0555555555555556,1.5555555555555556,4.500232027807108,1108.3566967012196,40.016322055030756,34.896042786646916,35.79046997764684,25.987312305779206,20.993356036757266,22.453949523437718,14.977964095700802,16.388789066195038,8.552220046897434,9.51632096326615,5.277154461352147,6.00578801956391,-2.29,155992047883.92178,51.71,36.354399557267136,39.40457000656926,330.07462148754723,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074973,0.0,0.0,0.0,151.65753494283223,51.36657298340809,12.841643245852019,27.749897912544487,42.0517853445458,19.761307699035868,0.0,0.0,0.0,161.20951649150183,47.50841824748289,60.76020106833881,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,155.10555010375353,60.76020106833881,0.0,0.0,0.0,111.19000000000001,32.47215605129709,19.047534255827447,0.0,26.055407174877857,23.86943050945922,51.36657298340809,64.20821622926012,0.0,27.21903605486545,68.53165536088618,18.521220231023733,33.766030492100874,0.0,37.425789833865466,0.0,0.0,-0.9053767601080307,0.0,42.53434142171983,4.029059815453005,1.1223774191910874,0.7272727272727273,54,0,9,0,0,0,0,0,0,8,0,10,37,0,0,0,0,11.052199999999992,221.87089999999898,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0
LMGP01010783,546,kohlbacher,12.689035836242855,-4.620879466786927,12.689035836242855,0.0284429849315595,0.019662414276047622,816.1989999999998,725.4790000000003,815.64040547,332,0,0.3057658044200656,-0.7561173385699724,0.7561173385699724,0.3057658044200656,0.5357142857142857,0.9107142857142857,1.3214285714285714,4.300282614741286,969.3032326957009,41.43053561740385,37.34830844499538,38.242735635995295,26.987312305779206,23.39403637971303,24.85462986639348,17.12615789279811,18.536982863292344,10.285533214423477,11.249634130792199,6.591500030579353,7.320133588791116,-1.2500000000000002,412155955280.83,54.75,39.223782556671964,42.358365660313716,345.56291784507744,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074973,0.0,0.0,0.0,180.09923356327332,38.524929737556064,12.841643245852019,27.749897912544487,42.0517853445458,19.761307699035868,0.0,0.0,0.0,225.41773272076196,47.50841824748289,12.152040213667762,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,219.31376633301366,12.152040213667762,0.0,0.0,0.0,111.19000000000001,26.502850763345243,19.047534255827447,0.0,32.024712462829704,17.448608886533208,44.94575136048208,141.25807570437226,0.0,21.143015948031568,25.99951461304901,18.521220231023733,33.95268914851053,0.0,37.57246888652185,0.0,0.0,-0.8278518252916398,0.0,40.852342680588016,4.24903746229736,1.1735358695961127,0.9130434782608695,56,0,9,0,0,0,0,0,0,8,0,10,43,0,0,0,0,12.728399999999983,231.48089999999888,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0
LMGP01010788,510,kohlbacher,12.684860489020632,-4.623514508338173,12.684860489020632,0.030609829630871888,0.019688702691060857,814.1829999999998,725.4790000000003,813.624755406,330,0,0.3057658044200656,-0.7561173385699724,0.7561173385699724,0.3057658044200656,0.5535714285714286,0.9642857142857143,1.4464285714285714,4.325999514663465,1011.6156088642589,41.43053561740385,37.08879542100154,37.983222612001455,26.987312305779206,23.043866293974087,24.50445978065454,16.77260450220484,18.183429472699075,9.974365408066054,10.938466324434776,6.332187454551157,7.06082101276292,-1.51,412155955280.83,54.49000000000001,38.97774924523676,42.10539434161163,344.87331481289317,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074973,0.0,0.0,0.0,172.98880890816304,44.94575136048208,12.841643245852019,27.749897912544487,42.0517853445458,19.761307699035868,0.0,0.0,0.0,212.57608947490994,47.50841824748289,24.304080427335524,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,206.47212308716163,24.304080427335524,0.0,0.0,0.0,111.19000000000001,26.502850763345243,19.047534255827447,0.0,32.024712462829704,17.448608886533208,51.36657298340809,121.99561083559423,0.0,21.143015948031568,38.15155482671677,18.521220231023733,33.93607648959691,0.0,37.563525965603475,0.0,0.0,-0.8352601094732721,0.0,41.92848146540541,4.213501749711506,1.1658966613782007,0.8695652173913043,56,0,9,0,0,0,0,0,0,8,0,10,42,0,0,0,0,12.504399999999983,231.3868999999989,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0
LMGP01011630,522,kohlbacher,12.688363039696721,-4.624299836630709,12.688363039696721,0.03117183403461432,0.019688702691060857,814.182999999999,725.4789999999997,813.6247554059998,330,0,0.3057658044200656,-0.7561173385699724,0.7561173385699724,0.3057658044200656,0.5535714285714286,0.9642857142857143,1.4464285714285714,4.326526713064163,1011.6156088642588,41.43053561740385,37.08879542100154,37.98322261200146,26.987312305779206,23.043866293974098,24.504459780654543,16.772604502204842,18.183429472699082,9.974365408066062,10.93846632443478,6.332187454551158,7.060821012762921,-1.51,412155955280.83,54.49000000000001,38.97774924523676,42.10539434161163,344.873314812893,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074971,0.0,0.0,0.0,172.98880890816304,44.94575136048208,12.841643245852019,27.749897912544487,42.051785344545806,19.761307699035868,0.0,0.0,0.0,212.57608947490994,47.50841824748289,24.304080427335524,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,206.47212308716163,24.304080427335524,0.0,0.0,0.0,111.19,32.47215605129709,19.047534255827447,0.0,26.055407174877857,23.869430509459217,51.36657298340809,115.57478921266822,0.0,21.143015948031568,38.15155482671677,18.521220231023733,33.92727002246693,0.0,37.557382615289,0.0,0.0,-0.8422143407814402,0.0,41.95877844192076,4.206980515439968,1.1640249678870198,0.8695652173913043,56,0,9,0,0,0,0,0,0,8,0,10,42,0,0,0,0,12.504399999999984,231.3868999999989,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0
LMGP01010799,486,kohlbacher,12.67368764951446,-4.629024108627992,12.67368764951446,0.034785176853094235,0.019724438270602756,812.1669999999998,725.4790000000003,811.609105342,328,0,0.3057658044259222,-0.7561173385699724,0.7561173385699724,0.3057658044259222,0.5535714285714286,0.9642857142857143,1.4642857142857142,4.378824530588769,1054.2567794096417,41.43053561740385,36.8292823970077,37.72370958800761,26.987312305779206,22.693696208235146,24.154289694915597,16.41905111161157,17.8298760821058,9.663197601708632,10.627298518077353,6.072874878522962,6.801508436734724,-1.7700000000000002,412155955280.83,54.23,38.731828392524534,41.85248464853112,344.1837117807089,27.897662691470835,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074973,0.0,0.0,0.0,165.87838425305276,51.36657298340809,12.841643245852019,27.749897912544487,42.0517853445458,19.761307699035868,0.0,0.0,0.0,199.7344462290579,47.50841824748289,36.45612064100329,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,193.6304798413096,36.45612064100329,0.0,0.0,0.0,111.19000000000001,26.502850763345243,19.047534255827447,0.0,32.024712462829704,17.448608886533208,57.787394606334104,102.7331459668162,0.0,21.143015948031568,50.303595040384536,18.521220231023733,33.89922224693944,0.0,37.54280664083653,0.0,0.0,-0.854755049269265,0.0,43.050418459504435,4.182927617406095,1.1516023068050116,0.8260869565217391,56,0,9,0,0,0,0,0,0,8,0,10,41,0,0,0,0,12.280399999999984,231.2928999999989,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0
