IDENTIFIER,time,system,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Phosphatidylethanolamine_lyso_20:4,112.2,Taguchi_12,11.84079703079636,-4.28246541767193,11.84079703079636,0.059379746820249046,0.08061316689586322,501.60100000000034,457.2490000000002,501.28553937799984,196,0,0.4718584936520371,-0.45740766902891195,0.4718584936520371,0.45740766902891195,0.9117647058823529,1.5,2.0588235294117645,3.846501154233389,661.6495986741918,25.33237006804294,20.555879867327114,21.45030705832703,16.447018846255133,12.169975843786654,13.665420958796988,7.661398165478096,9.11490748902901,4.520238294661143,5.504460808027819,2.6903737510218044,3.4556895700441705,-1.54,15761226.169213573,32.46,23.213522871906065,22.262033799649615,204.71957630905536,20.470469428555415,6.103966387748303,0.0,0.0,0.0,13.79200241108402,13.842031507495456,4.565048284931329,0.0,0.0,74.7943629231397,38.524929737556064,12.965578028838586,19.820645893538753,33.14388174382002,13.79200241108402,0.0,0.0,5.733667477162185,77.23591981669904,26.36540229945133,48.60816085467105,0.0,0.0,5.733667477162185,0.0,0.0,7.822697123132171,48.43861297274466,23.143942746226834,0.0,71.13195342895074,48.60816085467105,0.0,0.0,0.0,128.31,33.10973272785816,19.359524466596334,0.0,19.572459993351504,6.4208216229260096,19.26246486877803,32.10410811463005,0.0,12.152040213667762,47.903605002405726,14.994277592674052,25.835454128453073,0.0,21.243455266344927,9.249145409141816,5.183847162232269,-0.5290398469341,0.0,25.4545420981394,1.1506167558500995,-4.28246541767193,0.64,34,4,8,0,0,0,0,0,0,7,3,9,22,0,0,0,0,5.128500000000006,136.15350000000007,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Phosphatidylethanolamine_alkyl_18:0_22:4,2313.6,Taguchi_12,12.551362469599782,-4.294042640641661,12.551362469599782,0.08921638255769793,0.027201991431978777,782.1410000000002,697.4690000000005,781.5985406580002,316,0,0.4718584949261808,-0.45739708446521626,0.4718584949261808,0.45739708446521626,0.5555555555555556,0.9814814814814815,1.462962962962963,4.137258963214979,967.6640333710134,39.47450569177386,34.95194340483539,35.8463705958353,26.44701884625513,22.13820512814598,23.63365024315632,14.564146576859216,16.017655900410134,9.26257541786515,10.24679793123183,6.003088300812411,6.768404119834775,-1.54,263846579559.47308,52.46000000000001,42.59950412307438,41.61981986664651,332.33773007429835,20.100804987514756,6.103966387748303,0.0,0.0,0.0,13.79200241108402,13.842031507495456,4.565048284931329,0.0,0.0,190.87206771257254,44.94575136048208,19.572459993351504,19.820645893538753,32.77421730277936,13.79200241108402,0.0,0.0,5.733667477162185,199.7344462290579,32.97228426396425,48.60816085467105,0.0,0.0,5.733667477162185,0.0,0.0,7.822697123132171,49.93896754241687,27.880805700026883,0.0,193.6304798413096,48.60816085467105,0.0,0.0,0.0,117.31000000000003,19.89596879883232,14.252997071755626,0.0,32.78622392237734,13.027703587438928,32.10410811463005,134.83725408144625,0.0,12.152040213667762,50.30359504038453,24.25488770818592,33.34832359583845,0.0,22.438924220070156,0.0,5.363868417386338,-0.4059164392415602,0.0,50.01778802700559,4.836610375138241,-4.294042640641661,0.8,54,3,8,0,0,0,0,0,0,7,2,9,42,0,0,0,0,13.19449999999998,228.6666999999991,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Phosphatidylglyceride_16:0_20:2,1279.8,Taguchi_12,12.555815728373908,-4.624560697278858,12.555815728373908,0.08154898915469988,0.023758349537193853,775.0580000000008,695.4260000000007,774.5410853580004,312,0,0.4719078358362989,-0.4616281734289037,0.4719078358362989,0.4616281734289037,0.5660377358490566,1.0188679245283019,1.528301886792453,4.368156840756742,940.8822694993526,39.09367232422038,33.738111028354126,34.63253821935404,25.734712546489835,21.294346792314045,22.789791907324386,14.371849228780983,15.825358552331899,9.122139785912985,10.072859311944592,5.811194432927178,6.600838852580155,-1.55,132997954785.38205,51.45,38.71380604421167,38.51639504147149,323.0322087029002,24.580192300033985,12.71084835226122,6.103966387748303,0.0,0.0,19.761307699035868,18.636568691567277,4.565048284931329,0.0,0.0,172.98880890816304,32.10410811463005,12.841643245852019,19.820645893538753,47.78180927653259,19.761307699035868,0.0,0.0,0.0,205.8384126168062,26.427527858051672,24.304080427335524,0.0,0.0,0.0,0.0,0.0,7.822697123132171,65.68053760188586,32.675342884098704,0.0,193.6304798413096,24.304080427335524,0.0,0.0,0.0,148.82,51.78988636807122,24.154061650668154,0.0,19.448525210364938,12.841643245852019,32.10410811463005,121.99561083559423,0.0,12.152040213667762,30.523261774760826,19.10400046415262,32.592883693575715,0.0,34.87738408498582,18.300666480459775,0.0,-0.9958683254512044,0.0,37.326483239297154,2.328567079967155,-4.624560697278858,0.8571428571428571,53,3,10,0,0,0,0,0,0,9,3,11,40,0,0,0,0,11.003199999999989,214.5648999999991,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Phosphatidylinositol_16:0_18:2,912.0,Taguchi_12,12.775128752107218,-5.12403863542937,12.775128752107218,0.006226866500383954,0.01529584264562805,835.0660000000012,755.4340000000008,834.5258292180004,334,0,0.4722759643417026,-0.46162817342889284,0.4722759643417026,0.46162817342889284,0.543859649122807,0.9824561403508771,1.4912280701754386,2.5207664783462107,1102.6360891627758,42.15199654542233,35.13807603605594,36.032503227055855,27.428758551597923,22.141445130158818,23.63689024516916,15.555565949648177,16.96169489412983,10.309094207853427,11.294299715972283,6.693147061875314,7.66569492502697,-1.6700000000000002,872294551666.9155,53.34807337791433,34.085184054702054,26.928546277957427,342.77402092035567,39.8997744845561,43.23068029100273,6.103966387748303,0.0,0.0,19.761307699035868,18.636568691567277,4.565048284931329,0.0,0.0,160.147165662311,32.10410811463005,12.841643245852019,6.606881964512918,63.1013914610547,19.761307699035868,0.0,0.0,0.0,223.5166013096957,13.213763929025836,24.304080427335524,0.0,0.0,0.0,0.0,0.0,7.822697123132171,98.30618779612368,32.675342884098704,0.0,180.78883659545758,24.304080427335524,0.0,0.0,0.0,209.50999999999996,75.70283634229982,44.58017123003097,0.0,12.841643245852019,12.841643245852019,32.10410811463005,109.15396758974221,0.0,12.152040213667762,25.99951461304901,18.521220231023733,33.37806288836976,0.0,35.55435580616707,50.039038787234716,0.0,-1.172213762463712,0.0,22.55611216941712,3.2409049689266363,-5.12403863542937,0.8604651162790697,57,6,13,1,0,1,0,0,0,12,6,14,36,1,0,1,1,8.056500000000003,221.19329999999917,0,5,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Phosphatidylethanolamine_alkyl_18:0_22:6,1859.4,Taguchi_12,12.545705369068937,-4.297877540896528,12.545705369068937,0.0846031035710908,0.0273266536851166,778.1090000000003,697.4690000000005,777.5672405300002,312,0,0.4718584949261808,-0.45739708446521626,0.4718584949261808,0.45739708446521626,0.5740740740740741,1.0,1.4444444444444444,4.175816928758163,1052.617580084954,39.47450569177386,34.4329173568477,35.327344547847616,26.44701884625513,21.4378649566681,22.93331007167844,13.830166342134993,15.283675665685909,8.651597863053945,9.635820376420623,5.551420073619673,6.316735892642038,-2.0599999999999996,263846579559.47308,51.940000000000005,42.08997875035664,41.11067275206154,330.9585240099298,20.100804987514756,6.103966387748303,0.0,0.0,0.0,13.79200241108402,13.842031507495456,4.565048284931329,0.0,0.0,183.072040025278,51.36657298340809,19.572459993351504,19.820645893538753,32.77421730277936,13.79200241108402,0.0,0.0,5.733667477162185,174.05115973735386,32.97228426396425,72.91224128200658,0.0,0.0,5.733667477162185,0.0,0.0,7.822697123132171,49.93896754241687,27.880805700026883,0.0,167.94719334960556,72.91224128200658,0.0,0.0,0.0,117.31000000000003,19.89596879883232,14.252997071755626,0.0,32.78622392237734,13.027703587438928,51.36657298340809,89.89150272096417,0.0,12.152040213667762,74.60767546772006,24.25488770818592,33.327236686520564,0.0,22.429749237133535,0.0,5.361096486992836,-0.4122347095990351,0.0,52.192421317647906,4.7051640777562875,-4.297877540896528,0.7111111111111111,54,3,8,0,0,0,0,0,0,7,2,9,40,0,0,0,0,12.746499999999982,228.47869999999912,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Phosphatidylethanolamine_alkyl_18:1_20:1,2274.6,Taguchi_12,12.546644054905645,-4.287774716866131,12.546644054905645,0.08330329295304217,0.027345691792172437,758.1190000000004,673.4470000000006,757.5985406580002,308,0,0.4718584949261809,-0.4573970844603388,0.4718584949261809,0.4573970844603388,0.5576923076923077,0.9615384615384616,1.4038461538461537,4.0804119712485045,853.3369428467894,38.060292129400764,34.056755890449985,34.9511830814499,25.44701884625513,21.83854529962386,23.3339904146342,14.552241195060056,16.005750518610974,9.354327127401287,10.338549640767967,6.140602510626352,6.905918329648717,-1.0200000000000002,99884913149.45682,50.97999999999999,41.14983071550522,40.17125132656169,320.9870519098737,20.100804987514756,6.103966387748303,0.0,0.0,0.0,13.79200241108402,13.842031507495456,4.565048284931329,0.0,0.0,179.40963053108905,44.94575136048208,19.572459993351504,19.820645893538753,32.77421730277936,13.79200241108402,0.0,0.0,5.733667477162185,212.57608947490994,32.97228426396425,24.304080427335524,0.0,0.0,5.733667477162185,0.0,0.0,7.822697123132171,49.93896754241687,27.880805700026883,0.0,206.47212308716163,24.304080427335524,0.0,0.0,0.0,117.31000000000003,13.926663510880473,14.252997071755626,0.0,38.755529210329186,13.027703587438928,25.683286491704038,154.0997189502243,0.0,6.076020106833881,32.07553471988289,24.25488770818592,33.31465470757189,0.0,22.42641469710322,0.0,5.36193820899731,-0.38537008913549875,0.0,45.05964354942925,4.816049198455511,-4.287774716866131,0.8837209302325582,52,3,8,0,0,0,0,0,0,7,2,9,42,0,0,0,0,12.862299999999982,219.62069999999906,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Phosphatidylinositol_16:0_20:3,961.8,Taguchi_12,12.788510028560689,-5.130385546894633,12.788510028560689,0.01705464375157484,0.014981947897290574,861.1040000000011,779.4560000000007,860.5414792820004,344,0,0.4722759643417026,-0.46162817342889284,0.4722759643417026,0.46162817342889284,0.5254237288135594,0.9491525423728814,1.4576271186440677,2.5184006395667775,1178.3703915810208,43.56621010779542,36.2927765744352,37.187203765435115,28.428758551597923,22.791275044419876,24.286720159430217,15.90911934024145,17.315248284723108,10.497926401496002,11.483131909614858,6.787387876440392,7.759935739592048,-1.9300000000000004,2302339532157.5757,55.087522340984755,35.643619350208404,28.32803580931673,354.8143021169646,39.8997744845561,43.23068029100273,6.103966387748303,0.0,0.0,19.761307699035868,18.636568691567277,4.565048284931329,0.0,0.0,165.87838425305276,38.524929737556064,12.841643245852019,6.606881964512918,63.1013914610547,19.761307699035868,0.0,0.0,0.0,223.5166013096957,13.213763929025836,36.45612064100329,0.0,0.0,0.0,0.0,0.0,7.822697123132171,98.30618779612368,32.675342884098704,0.0,180.78883659545758,36.45612064100329,0.0,0.0,0.0,209.50999999999996,75.70283634229982,44.58017123003097,0.0,12.841643245852019,19.26246486877803,32.10410811463005,102.7331459668162,0.0,12.152040213667762,38.15155482671677,18.521220231023733,33.40151927540009,0.0,35.596907525537965,50.07982091092089,0.0,-1.1836485859279615,0.0,26.47263368459659,3.235374958589284,-5.130385546894633,0.8222222222222222,59,6,13,1,0,1,0,0,0,12,6,14,37,1,0,1,1,8.6127,230.33329999999918,0,5,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
Phosphatidylglyceride_18:1_22:6,561.0,Taguchi_12,12.570708508065584,-4.64885056185805,12.570708508065584,0.0481257744885355,0.023668802495612477,821.0860000000005,743.4700000000006,820.5254352940003,326,0,0.4719078358362989,-0.46161998924961645,0.4719078358362989,0.46161998924961645,0.543859649122807,0.9649122807017544,1.4736842105263157,4.4868369423894965,1219.455138745988,41.92209944896656,35.2689730331311,36.16340022413101,27.734712546489835,21.543496363619344,23.038941478629685,13.979517002850871,15.433026326401787,8.560511635619635,9.511231161651242,5.270638907802412,6.060283327455389,-2.85,927315668000.7659,54.150000000000006,41.314490038864186,41.123976928348945,345.0439619995653,24.580192300033985,12.71084835226122,6.103966387748303,0.0,0.0,19.761307699035868,18.636568691567277,4.565048284931329,0.0,0.0,163.1199721243157,64.20821622926012,12.841643245852019,19.820645893538753,47.78180927653259,19.761307699035868,0.0,0.0,0.0,167.31348287925013,26.427527858051672,85.06428149567434,0.0,0.0,0.0,0.0,0.0,7.822697123132171,65.68053760188586,32.675342884098704,0.0,155.10555010375353,85.06428149567434,0.0,0.0,0.0,148.82,51.78988636807122,24.154061650668154,0.0,19.448525210364938,12.841643245852019,51.36657298340809,64.20821622926012,0.0,18.228060320501644,85.20744273626576,19.10400046415262,32.55152230797249,0.0,34.90550102708211,18.319657781222322,0.0,-1.0863122018198843,0.0,48.64114127006193,2.1228959328946373,-4.64885056185805,0.6521739130434783,57,3,10,0,0,0,0,0,0,9,3,11,39,0,0,0,0,11.443599999999986,232.5628999999992,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Phosphatidylinositol_16:0_20:5,633.6,Taguchi_12,12.783896749574081,-5.135480643021735,12.783896749574081,0.027660793077676216,0.0154046950295615,857.0720000000011,779.4560000000007,856.5101791540004,340,0,0.4722759643417026,-0.46162817342889284,0.4722759643417026,0.46162817342889284,0.5254237288135594,0.9491525423728814,1.423728813559322,2.546317457273628,1266.1496343801416,43.56621010779542,35.77375052644751,36.66817771744742,28.428758551597923,22.090934872941997,23.586379987952338,15.202012559054902,16.60814150353655,9.85658838755076,10.841793895669616,6.276794084148776,7.24934194730043,-2.45,2302339532157.5757,54.56768346595933,35.17698834511483,27.90834456430474,353.43509605259607,39.8997744845561,43.23068029100273,6.103966387748303,0.0,0.0,19.761307699035868,18.636568691567277,4.565048284931329,0.0,0.0,158.0783565657582,44.94575136048208,12.841643245852019,6.606881964512918,63.1013914610547,19.761307699035868,0.0,0.0,0.0,197.83331481799163,13.213763929025836,60.76020106833881,0.0,0.0,0.0,0.0,0.0,7.822697123132171,98.30618779612368,32.675342884098704,0.0,155.10555010375353,60.76020106833881,0.0,0.0,0.0,209.50999999999996,75.70283634229982,44.58017123003097,0.0,12.841643245852019,19.26246486877803,51.36657298340809,57.787394606334104,0.0,18.228060320501644,56.37961514721841,18.521220231023733,33.372931960052036,0.0,35.5796344112516,50.06331596206284,0.0,-1.197936511151112,0.0,28.637927902125345,3.1518291409032555,-5.135480643021735,0.7333333333333333,59,6,13,1,0,1,0,0,0,12,6,14,35,1,0,1,1,8.164700000000003,230.14529999999922,0,5,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Phosphatidylinositol_16:1_18:2,576.6,Taguchi_12,12.767524298480037,-5.13317086683433,12.767524298480037,0.015359097905342844,0.015589646660129521,833.0500000000011,755.4340000000008,832.5101791540004,332,0,0.4722759643417026,-0.46161998924960557,0.4722759643417026,0.46161998924960557,0.543859649122807,0.9473684210526315,1.456140350877193,2.5542707281602888,1145.8995948995307,42.15199654542233,34.878563012062095,35.77299020306201,27.428758551597923,21.791275044419876,23.286720159430217,15.19010717725574,16.59623612173739,9.98077922508613,10.965984733204985,6.4157781348131335,7.388325997964789,-1.9300000000000004,872294551666.9155,53.08815870710005,33.853060093412644,26.720638749894313,342.0844178881714,39.8997744845561,43.23068029100273,6.103966387748303,0.0,0.0,19.761307699035868,18.636568691567277,4.565048284931329,0.0,0.0,146.61591938427472,44.94575136048208,12.841643245852019,6.606881964512918,63.1013914610547,19.761307699035868,0.0,0.0,0.0,210.67495806384366,13.213763929025836,36.45612064100329,0.0,0.0,0.0,0.0,0.0,7.822697123132171,98.30618779612368,32.675342884098704,0.0,167.94719334960556,36.45612064100329,0.0,0.0,0.0,209.50999999999996,75.70283634229982,44.58017123003097,0.0,12.841643245852019,12.841643245852019,25.683286491704038,102.7331459668162,0.0,24.304080427335524,25.99951461304901,18.521220231023733,33.30380691321416,0.0,35.503730232246035,50.017458378723276,0.0,-1.2346366019698851,0.0,23.820063826074566,3.194970340768388,-5.13317086683433,0.813953488372093,57,6,13,1,0,1,0,0,0,12,6,14,35,1,0,1,1,7.832500000000005,221.09929999999923,0,5,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Phosphatidylcholine_16:0_18:2,1176.0,Taguchi_12,12.601008911087575,-4.630274935504956,12.601008911087575,0.03813496929023641,0.02011712112784417,758.0750000000005,677.4350000000006,757.5621551500002,306,0,0.30608117343925534,-0.7561173385699724,0.7561173385699724,0.30608117343925534,0.5961538461538461,1.0769230769230769,1.5961538461538463,4.458004076824364,948.7585621566835,38.60210849265766,34.26036829625535,35.154795487255264,24.98731230577921,21.043866293974084,22.504459780654535,15.358390939831754,16.769215910325997,8.9878021348349,9.951903051203619,5.648292262696407,6.376925820908172,-1.51,59011811418.10994,50.49,35.207663498300704,38.22181688213196,319.41354635530683,27.89766269147083,19.75852033493841,6.103966387748303,0.0,7.822697123132171,11.938610575903699,14.154122653074973,0.0,0.0,0.0,160.147165662311,32.10410811463005,12.841643245852019,27.749897912544487,42.051785344545806,19.761307699035868,0.0,0.0,0.0,186.89280298320588,47.50841824748289,24.304080427335524,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,70.03402606882952,32.675342884098704,0.0,180.78883659545758,24.304080427335524,0.0,0.0,0.0,111.19000000000001,32.47215605129709,19.047534255827447,0.0,26.055407174877857,17.448608886533208,32.10410811463005,115.57478921266822,0.0,33.29505616169933,25.99951461304901,18.521220231023733,33.74434859957166,0.0,37.376526296167256,0.0,0.0,-0.9076561606906521,0.0,36.45907984439157,4.161090111489946,1.1388335312924402,0.8571428571428571,52,0,9,0,0,0,0,0,0,8,0,10,38,0,0,0,0,10.943999999999994,212.918899999999,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0
Phosphatidylethanolamine_lyso_18:0,228.6,Taguchi_12,11.874576045417015,-4.255586613168826,11.874576045417015,0.07497910240507899,0.09691729036494065,481.61100000000016,433.22700000000015,481.31683950599984,192,0,0.47185849365202576,-0.45741585362753096,0.47185849365202576,0.45741585362753096,0.84375,1.3125,1.75,3.5514316351990756,479.26125406970124,23.918156505669845,20.179718400929392,21.07414559192931,15.447018846255132,12.570656186742415,14.066101301752749,8.380410328463807,9.833919652014721,5.282056696500714,6.266279209867392,3.392127015575303,4.157442834597669,-0.5000000000000002,5922982.466152464,31.5,22.300042007981517,21.351191802183113,194.7481042089992,20.470469428555415,6.103966387748303,0.0,0.0,0.0,13.79200241108402,13.842031507495456,4.565048284931329,0.0,0.0,96.81523992065479,6.4208216229260096,12.965578028838586,19.820645893538753,33.14388174382002,13.79200241108402,0.0,0.0,5.733667477162185,115.76084955425512,26.36540229945133,0.0,0.0,0.0,5.733667477162185,0.0,0.0,7.822697123132171,48.43861297274466,23.143942746226834,0.0,109.65688316650682,0.0,0.0,0.0,0.0,128.31,33.10973272785816,19.359524466596334,0.0,19.572459993351504,0.0,19.26246486877803,77.04985947511214,0.0,0.0,11.447484361402442,14.994277592674052,25.92670676598037,0.0,21.284209167698968,9.262297640035555,5.191400502464293,-0.44630299066696044,0.0,18.059693384425014,1.2831376987871443,-4.255586613168826,0.9565217391304348,32,4,8,0,0,0,0,0,0,7,3,9,24,0,0,0,0,5.244300000000005,127.29550000000008,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Phosphatidylserine_18:0_20:5,1221.6,Taguchi_12,12.57542682241721,-4.734919088372174,12.57542682241721,0.0368920733251803,0.023342641383252472,810.0630000000006,733.4550000000006,809.5206842620003,322,0,0.4718853927905722,-0.48002108871600757,0.48002108871600757,0.4718853927905722,0.5535714285714286,0.9821428571428571,1.4464285714285714,4.498247019159949,1182.311160805653,41.378129374596554,34.705063701712675,35.59949089271259,27.10739134655201,21.310900999779417,22.806346114789758,14.12662888637071,15.580138209921627,8.763253918639318,9.713973444670925,5.407688304941534,6.185858698421277,-2.8200000000000003,498136212509.8032,53.18000000000001,39.02606074616012,38.07274251233207,338.400462880001,25.207332382355464,12.648722793660879,6.103966387748303,0.0,0.0,25.730612986987722,23.4311058756391,4.565048284931329,0.0,0.0,170.91999981161024,44.94575136048208,12.841643245852019,13.213763929025836,47.46981906576371,25.730612986987722,0.0,0.0,5.733667477162185,180.09300056650181,19.820645893538753,60.76020106833881,0.0,0.0,5.733667477162185,0.0,0.0,7.822697123132171,59.87430797188374,37.46988006817053,0.0,167.94719334960556,60.76020106833881,0.0,0.0,0.0,171.67999999999998,51.09018413290982,23.84207143989927,0.0,19.448525210364938,12.841643245852019,51.36657298340809,77.04985947511214,0.0,18.228060320501644,60.90336230893023,24.837667941314805,32.576182192257576,0.0,45.87270218884428,8.879515727827798,5.32309048098872,-2.484878664597036,-1.5331946412214486,44.417913827846085,2.6558101986484166,-4.734919088372174,0.7045454545454546,56,4,11,0,0,0,0,0,0,9,3,12,39,0,0,0,0,11.170099999999994,226.03549999999922,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
